occupation,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
Exec-managerial,Black,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,52,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
?,Black,Female,0,0,25,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,>50K
Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
Other-service,White,Male,0,0,30,?,<=50K
Prof-specialty,White,Male,0,0,40,Iran,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Sales,Black,Female,0,0,37,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,45,United-States,>50K
Craft-repair,White,Male,0,0,45,Germany,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,44,United-States,<=50K
Prof-specialty,Other,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,36,United-States,>50K
Adm-clerical,White,Male,0,0,20,United-States,<=50K
Prof-specialty,Black,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,60,United-States,>50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
?,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,20,United-States,<=50K
Adm-clerical,Other,Female,0,0,40,United-States,<=50K
Farming-fishing,Amer-Indian-Eskimo,Male,0,0,50,United-States,<=50K
Other-service,White,Female,0,0,12,United-States,<=50K
Exec-managerial,White,Male,0,0,45,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,99,United-States,>50K
Sales,White,Male,0,0,40,United-States,<=50K
?,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,60,United-States,>50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,22,United-States,<=50K
Handlers-cleaners,White,Male,0,0,48,United-States,<=50K
Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
Craft-repair,Asian-Pac-Islander,Male,0,0,40,China,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Female,0,0,8,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Exec-managerial,Black,Female,0,0,40,United-States,<=50K
Tech-support,Black,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,60,Yugoslavia,>50K
Sales,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,Black,Male,0,0,40,?,<=50K
Craft-repair,White,Male,0,0,50,United-States,<=50K
Prof-specialty,White,Male,0,0,16,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,>50K
Handlers-cleaners,Black,Male,0,0,37,United-States,<=50K
Sales,White,Female,0,0,50,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,>50K
Farming-fishing,White,Male,0,0,65,United-States,<=50K
Craft-repair,White,Male,0,0,45,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,20,United-States,<=50K
Exec-managerial,White,Female,0,0,45,United-States,<=50K
Craft-repair,White,Male,0,0,50,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Priv-house-serv,White,Female,0,0,20,United-States,<=50K
Adm-clerical,White,Male,0,0,45,United-States,<=50K
Craft-repair,White,Male,0,0,10,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,>50K
Exec-managerial,White,Male,0,0,99,United-States,<=50K
Sales,White,Female,0,0,16,United-States,<=50K
Prof-specialty,White,Female,0,0,35,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,>50K
Other-service,Black,Female,0,0,10,United-States,<=50K
Prof-specialty,White,Male,0,0,45,United-States,<=50K
Tech-support,White,Male,0,0,40,United-States,>50K
Exec-managerial,White,Male,0,0,60,United-States,>50K
Prof-specialty,White,Male,0,0,50,United-States,<=50K
Adm-clerical,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
Adm-clerical,Other,Female,0,0,25,Puerto-Rico,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,30,United-States,<=50K
Exec-managerial,White,Male,0,0,55,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,20,Mexico,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,Black,Male,0,0,40,United-States,<=50K
Adm-clerical,Other,Female,0,0,20,United-States,<=50K
Other-service,White,Female,0,0,38,United-States,<=50K
Tech-support,White,Male,0,0,40,?,<=50K
Machine-op-inspct,White,Male,0,0,4,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,15,United-States,<=50K
Exec-managerial,White,Female,0,0,36,United-States,<=50K
Transport-moving,White,Male,0,0,46,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,Mexico,<=50K
Adm-clerical,White,Female,0,0,55,United-States,<=50K
Craft-repair,White,Male,0,0,45,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,60,United-States,<=50K
Adm-clerical,White,Female,0,0,40,Mexico,<=50K
Machine-op-inspct,White,Male,0,0,50,United-States,>50K
Exec-managerial,White,Male,0,0,60,United-States,<=50K
Sales,White,Female,0,0,30,United-States,<=50K
?,White,Female,0,0,22,United-States,>50K
Sales,White,Female,0,0,30,United-States,<=50K
Sales,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,45,United-States,<=50K
Other-service,Asian-Pac-Islander,Female,0,0,34,United-States,<=50K
?,Black,Male,0,0,10,United-States,<=50K
?,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
Protective-serv,White,Male,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,44,United-States,<=50K
Handlers-cleaners,White,Male,0,0,50,United-States,<=50K
Handlers-cleaners,Black,Male,0,0,20,Jamaica,<=50K
Prof-specialty,Black,Male,0,0,50,United-States,<=50K
Sales,White,Female,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Sales,White,Female,0,0,20,United-States,<=50K
Craft-repair,White,Male,0,0,50,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Adm-clerical,White,Female,0,0,12,United-States,<=50K
Sales,White,Female,0,0,50,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,>50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,50,United-States,<=50K
Prof-specialty,White,Male,0,0,20,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,35,United-States,<=50K
Exec-managerial,White,Male,0,0,40,Cuba,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,Mexico,<=50K
Craft-repair,Black,Female,0,0,40,United-States,<=50K
Craft-repair,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,60,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Farming-fishing,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Prof-specialty,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
Prof-specialty,White,Female,0,0,16,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,50,United-States,<=50K
Machine-op-inspct,White,Male,0,0,45,United-States,<=50K
Other-service,White,Male,0,0,40,Mexico,<=50K
Prof-specialty,White,Male,0,0,40,Ireland,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Sales,White,Female,0,0,35,United-States,<=50K
Adm-clerical,White,Female,0,0,36,United-States,<=50K
Exec-managerial,White,Female,0,0,50,United-States,<=50K
Exec-managerial,White,Female,0,0,45,United-States,<=50K
Prof-specialty,White,Male,0,0,60,United-States,<=50K
Machine-op-inspct,White,Female,0,0,40,Mexico,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,20,United-States,<=50K
Craft-repair,White,Male,0,0,58,United-States,>50K
Prof-specialty,White,Female,0,0,8,United-States,<=50K
Adm-clerical,White,Female,0,0,40,Germany,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,90,United-States,>50K
Craft-repair,White,Male,0,0,36,United-States,<=50K
Craft-repair,White,Male,0,0,35,United-States,<=50K
Craft-repair,White,Male,0,0,20,United-States,<=50K
Adm-clerical,White,Female,0,0,38,United-States,<=50K
Other-service,White,Female,0,0,20,United-States,<=50K
Transport-moving,Asian-Pac-Islander,Male,0,0,30,?,<=50K
Adm-clerical,Black,Male,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,60,United-States,>50K
Sales,White,Male,0,0,45,United-States,<=50K
Farming-fishing,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,56,United-States,>50K
Adm-clerical,White,Male,0,0,40,United-States,>50K
Sales,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,35,Mexico,<=50K
Craft-repair,White,Male,0,0,40,El-Salvador,<=50K
Other-service,White,Female,0,0,48,El-Salvador,<=50K
Sales,White,Female,0,0,16,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
Prof-specialty,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,8,United-States,<=50K
Exec-managerial,White,Male,0,0,90,United-States,>50K
Other-service,Black,Female,0,0,35,United-States,<=50K
Craft-repair,White,Male,0,0,40,Cuba,<=50K
Exec-managerial,White,Female,0,0,60,United-States,<=50K
Other-service,White,Female,0,0,46,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Exec-managerial,Black,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Tech-support,White,Female,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
?,Black,Male,0,0,40,United-States,<=50K
Farming-fishing,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
Sales,White,Male,0,0,30,United-States,<=50K
Adm-clerical,Black,Female,0,0,55,United-States,>50K
Prof-specialty,White,Male,0,0,42,United-States,>50K
Handlers-cleaners,White,Male,0,0,35,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,55,?,<=50K
Adm-clerical,White,Female,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,40,El-Salvador,<=50K
Adm-clerical,White,Male,0,0,38,United-States,>50K
Prof-specialty,White,Male,0,0,45,United-States,<=50K
Adm-clerical,White,Female,0,0,40,Mexico,<=50K
Tech-support,White,Male,0,0,60,United-States,>50K
Machine-op-inspct,White,Male,0,0,20,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Female,0,0,25,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,8,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Adm-clerical,Black,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,25,United-States,<=50K
Sales,Black,Female,0,0,20,United-States,<=50K
Other-service,Black,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,45,El-Salvador,>50K
Other-service,White,Female,0,0,40,United-States,<=50K
Sales,White,Male,0,0,50,United-States,>50K
Sales,White,Male,0,0,54,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Tech-support,White,Female,0,0,40,United-States,>50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,Mexico,<=50K
Tech-support,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
?,White,Female,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,40,United-States,>50K
Exec-managerial,Black,Female,0,0,40,United-States,>50K
Other-service,White,Female,0,0,50,United-States,<=50K
Other-service,White,Male,0,0,40,Puerto-Rico,<=50K
Exec-managerial,White,Female,0,0,50,United-States,>50K
Transport-moving,White,Male,0,0,60,United-States,<=50K
Transport-moving,Black,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,60,Portugal,<=50K
Machine-op-inspct,White,Male,0,0,41,United-States,<=50K
Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
Sales,Black,Female,0,0,50,United-States,<=50K
Craft-repair,White,Male,0,0,35,United-States,<=50K
Prof-specialty,White,Male,0,0,99,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,>50K
Exec-managerial,White,Female,0,0,30,United-States,<=50K
Exec-managerial,Asian-Pac-Islander,Male,0,0,40,Japan,<=50K
Exec-managerial,White,Male,0,0,50,United-States,<=50K
Other-service,White,Female,0,0,5,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
?,White,Female,0,0,40,Mexico,<=50K
Craft-repair,Black,Male,0,0,40,United-States,<=50K
Tech-support,Black,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,45,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Protective-serv,White,Male,0,0,40,United-States,>50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Craft-repair,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
Sales,White,Male,0,0,50,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,44,United-States,<=50K
Prof-specialty,White,Male,0,0,80,United-States,>50K
Other-service,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,45,United-States,>50K
Other-service,White,Female,0,0,35,United-States,<=50K
Exec-managerial,White,Male,0,0,43,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,38,Germany,<=50K
Prof-specialty,White,Male,0,0,45,United-States,<=50K
Sales,Other,Female,0,0,32,Mexico,<=50K
Sales,White,Male,0,0,50,United-States,>50K
Handlers-cleaners,Black,Male,0,0,40,?,<=50K
Exec-managerial,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
Transport-moving,Asian-Pac-Islander,Male,0,0,36,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Adm-clerical,Asian-Pac-Islander,Female,0,0,50,United-States,<=50K
Prof-specialty,White,Male,0,0,35,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Prof-specialty,Black,Female,0,0,45,United-States,<=50K
Sales,White,Female,0,0,35,United-States,<=50K
Tech-support,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,38,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Tech-support,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Other-service,Black,Female,0,0,20,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Sales,White,Female,0,0,35,United-States,<=50K
Sales,Asian-Pac-Islander,Male,0,0,26,?,<=50K
Prof-specialty,White,Male,0,0,50,United-States,>50K
?,Black,Female,0,0,20,United-States,<=50K
Farming-fishing,White,Male,0,0,40,Mexico,<=50K
Prof-specialty,Black,Male,0,0,40,United-States,>50K
Sales,White,Female,0,0,8,United-States,<=50K
?,Black,Male,0,0,20,United-States,<=50K
Prof-specialty,White,Male,0,0,45,United-States,>50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Adm-clerical,Black,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,36,United-States,<=50K
Other-service,White,Female,0,0,31,United-States,<=50K
Prof-specialty,White,Male,0,0,60,United-States,>50K
Sales,White,Male,0,0,50,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Sales,White,Female,0,0,40,?,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Female,0,0,30,United-States,<=50K
Craft-repair,White,Male,0,0,48,United-States,>50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,>50K
Exec-managerial,White,Female,0,0,50,United-States,>50K
Sales,White,Female,0,0,15,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Adm-clerical,White,Female,0,0,43,United-States,<=50K
Craft-repair,Black,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,30,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,>50K
?,White,Male,0,0,30,United-States,<=50K
Prof-specialty,White,Male,0,0,10,United-States,<=50K
Transport-moving,White,Male,0,0,55,United-States,<=50K
Adm-clerical,White,Female,0,0,30,United-States,<=50K
Sales,White,Female,0,0,12,United-States,<=50K
Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,17,United-States,<=50K
Prof-specialty,White,Male,0,0,60,United-States,>50K
Other-service,White,Male,0,0,50,United-States,<=50K
Prof-specialty,White,Male,0,0,10,United-States,<=50K
Other-service,White,Female,0,0,16,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Protective-serv,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,42,United-States,>50K
Prof-specialty,White,Male,0,0,50,United-States,>50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,43,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Craft-repair,Other,Male,0,0,40,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Prof-specialty,Black,Female,0,0,40,United-States,<=50K
?,White,Male,0,0,16,United-States,<=50K
Machine-op-inspct,White,Male,0,0,42,United-States,>50K
Machine-op-inspct,White,Male,0,0,45,United-States,<=50K
Adm-clerical,White,Male,0,0,20,United-States,<=50K
Other-service,Black,Female,0,0,37,United-States,<=50K
Other-service,White,Male,0,0,20,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,Vietnam,>50K
Exec-managerial,White,Male,0,0,70,United-States,>50K
Adm-clerical,White,Female,0,0,38,United-States,<=50K
Craft-repair,White,Male,0,0,42,United-States,<=50K
Other-service,Black,Female,0,0,40,United-States,<=50K
Craft-repair,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
?,White,Female,0,0,30,United-States,<=50K
Sales,White,Male,0,0,60,United-States,>50K
Sales,White,Female,0,0,35,United-States,<=50K
Sales,White,Female,0,0,20,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,60,United-States,>50K
Sales,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,57,United-States,>50K
Tech-support,White,Male,0,0,30,United-States,<=50K
?,Black,Female,0,0,40,United-States,<=50K
Priv-house-serv,White,Female,0,0,12,?,<=50K
Sales,White,Female,0,0,25,Nicaragua,<=50K
Farming-fishing,White,Male,0,0,25,United-States,<=50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
Craft-repair,Black,Male,0,0,35,United-States,<=50K
Tech-support,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
Craft-repair,White,Male,0,0,35,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Sales,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,65,United-States,>50K
Sales,Asian-Pac-Islander,Female,0,0,50,China,<=50K
Transport-moving,White,Male,0,0,46,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Priv-house-serv,White,Male,0,0,30,United-States,<=50K
Craft-repair,White,Male,0,0,60,United-States,>50K
?,White,Female,0,0,45,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Female,0,0,65,United-States,<=50K
Other-service,Black,Male,0,0,50,United-States,<=50K
Craft-repair,White,Male,0,0,44,United-States,>50K
Adm-clerical,White,Female,0,0,43,United-States,<=50K
Prof-specialty,Asian-Pac-Islander,Female,0,0,20,South,<=50K
Exec-managerial,White,Male,0,0,55,United-States,>50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,55,United-States,>50K
Prof-specialty,White,Male,0,0,60,United-States,<=50K
?,White,Female,0,0,20,United-States,<=50K
Farming-fishing,White,Male,0,0,56,United-States,>50K
Other-service,White,Male,0,0,52,United-States,<=50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Thailand,<=50K
Exec-managerial,White,Male,0,0,45,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,40,Puerto-Rico,<=50K
Exec-managerial,White,Female,0,0,43,United-States,>50K
Handlers-cleaners,White,Male,0,0,30,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Sales,Black,Male,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,50,United-States,<=50K
Prof-specialty,Black,Female,0,0,36,United-States,<=50K
Exec-managerial,White,Male,0,0,40,Greece,>50K
Machine-op-inspct,White,Male,0,0,40,?,<=50K
Prof-specialty,White,Male,0,0,50,United-States,<=50K
Farming-fishing,White,Male,0,0,30,United-States,<=50K
Exec-managerial,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
Other-service,Other,Female,0,0,40,El-Salvador,<=50K
Exec-managerial,White,Female,0,0,10,United-States,>50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Craft-repair,Black,Male,0,0,40,United-States,>50K
Tech-support,White,Female,0,0,45,United-States,<=50K
Sales,White,Male,0,0,55,United-States,<=50K
Craft-repair,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K
Craft-repair,White,Male,0,0,50,United-States,<=50K
?,White,Male,0,0,30,United-States,<=50K
?,Black,Male,0,0,30,United-States,<=50K
Prof-specialty,White,Male,0,0,55,United-States,<=50K
Prof-specialty,White,Male,0,0,35,United-States,<=50K
Exec-managerial,White,Male,0,0,38,United-States,<=50K
Craft-repair,White,Male,0,0,45,United-States,<=50K
Handlers-cleaners,White,Male,0,0,25,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,30,United-States,<=50K
Sales,White,Female,0,0,40,United-States,<=50K
Tech-support,Black,Female,0,0,32,United-States,<=50K
Craft-repair,White,Male,0,0,60,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
?,White,Male,0,0,10,United-States,>50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,50,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,Mexico,<=50K
Adm-clerical,Black,Female,0,0,18,United-States,<=50K
Sales,White,Male,0,0,45,United-States,>50K
Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
?,Black,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,40,El-Salvador,<=50K
Prof-specialty,White,Female,0,0,50,United-States,>50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,40,United-States,>50K
Sales,White,Male,0,0,10,United-States,<=50K
Other-service,Black,Female,0,0,45,United-States,<=50K
Protective-serv,White,Male,0,0,40,Honduras,<=50K
Tech-support,White,Male,0,0,24,United-States,>50K
Craft-repair,White,Male,0,0,60,United-States,<=50K
Prof-specialty,White,Female,0,0,65,United-States,<=50K
Prof-specialty,White,Male,0,0,50,United-States,>50K
Priv-house-serv,Black,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,38,United-States,>50K
Other-service,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,>50K
Adm-clerical,White,Female,0,0,33,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,60,United-States,<=50K
Adm-clerical,White,Male,0,0,15,United-States,<=50K
Sales,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,72,?,<=50K
Prof-specialty,White,Female,0,0,20,United-States,<=50K
Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Japan,<=50K
Farming-fishing,White,Male,0,0,72,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,50,United-States,<=50K
Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
?,White,Male,0,0,50,United-States,>50K
Sales,White,Male,0,0,60,?,<=50K
Prof-specialty,White,Male,0,0,45,United-States,>50K
?,Black,Male,0,0,45,United-States,<=50K
Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,60,United-States,<=50K
